"n_code","active","last_update","update_count","input_date","lat","lng","x_900913","y_900913","extension","date_photo","device_platform","device_model","device_uuid","user_n_code","viewing_angle","points","rain","bottom","fu_value","fu_processed","fu_observed","sd_depth","flagged_count","image"
"2949","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:41 AM","-32.337708072767","151.44042707062","16858271","-3807722","png","3/1/2016 4:06:46 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-12","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2949.png"
"2948","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:40 AM","-32.337708072767","151.44042707062","16858271","-3807722","png","3/1/2016 4:06:06 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-3","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2948.png"
"2947","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:40 AM","-32.337708072767","151.44042707062","16858271","-3807722","png","3/1/2016 4:02:59 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","10","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2947.png"
"2946","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:39 AM","-32.332467539266","151.43318862668","16857465","-3807031","png","3/1/2016 3:22:53 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","4","0","","","15","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2946.png"
"2945","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:38 AM","-32.332467539266","151.43318862668","16857465","-3807031","png","3/1/2016 3:21:51 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","6","0","","","15","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2945.png"
"2944","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:38 AM","-32.332467539266","151.43318862668","16857465","-3807031","png","3/1/2016 3:19:54 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-1","10","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2944.png"
"2943","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:37 AM","-32.328804018937","151.43884657896","16858095","-3806549","png","3/1/2016 2:24:09 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","2","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2943.png"
"2942","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:36 AM","-32.328804018937","151.43884657896","16858095","-3806549","png","3/1/2016 2:22:58 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","3","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2942.png"
"2941","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:35 AM","-32.328804018937","151.43884657896","16858095","-3806549","png","3/1/2016 2:21:11 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-3","10","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2941.png"
"2940","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:35 AM","-32.331969989494","151.45120468936","16859470","-3806966","png","3/1/2016 1:23:09 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","0","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2940.png"
"1934","1","8/16/2017 7:13:46 PM","224","3/5/2016 5:21:06 AM","-32.36130870416","151.00298861987","16809575","-3810832","png","3/2/2016 4:03:29 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","10","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1934.png"
"1933","1","8/16/2017 7:13:46 PM","224","3/5/2016 5:20:58 AM","-32.36130870416","151.00298861987","16809575","-3810832","png","3/2/2016 4:02:51 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","10","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1933.png"
"1926","1","8/16/2017 7:13:46 PM","226","3/2/2016 4:03:04 AM","-32.36130870416","151.00298861987","16809575","-3810832","png","3/2/2016 4:02:12 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","10","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1926.png"
"1925","1","8/16/2017 7:13:46 PM","226","3/2/2016 3:21:45 AM","-32.375369707435","151.00114893777","16809371","-3812685","png","3/2/2016 3:21:28 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1925.png"
"1924","1","8/16/2017 7:13:46 PM","226","3/2/2016 3:20:56 AM","-32.375369707435","151.00114893777","16809371","-3812685","png","3/2/2016 3:20:37 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1924.png"
"1923","1","8/16/2017 7:13:46 PM","226","3/2/2016 3:20:10 AM","-32.375369707435","151.00114893777","16809371","-3812685","png","3/2/2016 3:19:30 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","10","","","10","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1923.png"
"1922","1","8/16/2017 7:13:46 PM","226","3/2/2016 2:04:23 AM","-32.381269019912","150.99316949937","16808482","-3813462","png","3/2/2016 2:04:24 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","10","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1922.png"
"1921","1","8/16/2017 7:13:46 PM","226","3/2/2016 2:03:49 AM","-32.381269019912","150.99316949937","16808482","-3813462","png","3/2/2016 2:03:37 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","3","0","","","10","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1921.png"
"1920","1","8/16/2017 7:13:46 PM","226","3/2/2016 2:03:11 AM","-32.381269019912","150.99316949937","16808482","-3813462","png","3/2/2016 2:02:52 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","5","10","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1920.png"
"1919","1","8/16/2017 7:13:46 PM","226","3/2/2016 1:27:05 AM","-32.378299240984","150.9850721342","16807581","-3813071","png","3/2/2016 1:27:01 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","5","0","","","11","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1919.png"
"1918","1","8/16/2017 7:13:46 PM","226","3/2/2016 1:26:27 AM","-32.378299240984","150.9850721342","16807581","-3813071","png","3/2/2016 1:26:36 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","4","0","","","11","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1918.png"
"1917","1","8/16/2017 7:13:46 PM","226","3/2/2016 1:26:22 AM","-32.378299240984","150.9850721342","16807581","-3813071","png","3/2/2016 1:26:14 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","5","10","","","11","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1917.png"
"1916","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:43:18 AM","-32.363999420807","150.98635347574","16807723","-3811186","png","3/2/2016 12:43:12 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","1","0","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1916.png"
"1915","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:43:17 AM","-32.363999420807","150.98635347574","16807723","-3811186","png","3/2/2016 12:42:52 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","1","0","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1915.png"
"1914","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:43:15 AM","-32.363999420807","150.98635347574","16807723","-3811186","png","3/2/2016 12:42:16 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","5","0","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1914.png"
"1913","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:42:43 AM","-32.356704734296","150.99194563008","16808346","-3810225","png","3/2/2016 12:00:37 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","2","10","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1913.png"
"1912","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:42:16 AM","-32.336569055945","151.45058199777","16859401","-3807572","png","3/1/2016 5:24:32 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","-2","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1912.png"
"1911","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:42:10 AM","-32.336569055945","151.45058199777","16859401","-3807572","png","3/1/2016 5:24:07 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","-2","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1911.png"
"1910","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:42:03 AM","-32.336569055945","151.45058199777","16859401","-3807572","png","3/1/2016 5:23:41 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","-1","10","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1910.png"
"1909","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:41:52 AM","-32.335155364156","151.44233378596","16858483","-3807385","png","3/1/2016 4:47:03 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","-3","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1909.png"
"1908","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:41:43 AM","-32.335155364156","151.44233378596","16858483","-3807385","png","3/1/2016 4:46:32 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","-3","0","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1908.png"
"1907","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:38:44 AM","-32.335155364156","151.44233378596","16858483","-3807385","png","3/1/2016 4:45:49 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","-3","10","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1907.png"
"1905","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:03:50 AM","-32.331969989494","151.45120468936","16859470","-3806966","png","3/1/2016 1:23:09 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","0","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1905.png"
"1904","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:03:36 AM","-32.331969989494","151.45120468936","16859470","-3806966","png","3/1/2016 1:22:24 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-10","0","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1904.png"
"1903","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:03:32 AM","-32.331969989494","151.45120468936","16859470","-3806966","png","3/1/2016 1:21:25 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","10","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1903.png"
"1902","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:02:58 AM","-32.331697703369","151.45645109019","16860055","-3806930","png","3/1/2016 12:19:45 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1902.png"
"1901","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:02:48 AM","-32.331697703369","151.45645109019","16860055","-3806930","png","3/1/2016 12:17:35 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","1","0","","","17","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1901.png"
"1900","1","8/16/2017 7:13:46 PM","226","3/2/2016 12:02:29 AM","-32.331697703369","151.45645109019","16860055","-3806930","png","3/1/2016 12:14:15 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","4","10","","","17","16","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1900.png"
"1874","1","8/16/2017 7:13:46 PM","232","2/21/2016 11:26:11 PM","-27.627013037339","152.36730391335","16961450","-3202029","png","2/16/2016 5:19:18 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","7","0","","","16","14","0","0.46","0","http://www.eyeonwater.org/media/eyeonwater_upload/1874.png"
"1850","1","8/16/2017 7:13:46 PM","234","2/16/2016 5:19:43 AM","-27.627013037339","152.36730391335","16961450","-3202029","png","2/16/2016 5:19:18 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","7","0","","","16","14","0","0.46","0","http://www.eyeonwater.org/media/eyeonwater_upload/1850.png"
"1849","1","8/16/2017 7:13:46 PM","234","2/16/2016 5:18:55 AM","-27.627013037339","152.36730391335","16961450","-3202029","png","2/16/2016 5:18:39 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","5","0","","","15","14","0","0.46","0","http://www.eyeonwater.org/media/eyeonwater_upload/1849.png"
"1848","1","8/16/2017 7:13:46 PM","234","2/16/2016 5:17:15 AM","-27.627013037339","152.36730391335","16961450","-3202029","png","2/16/2016 5:16:23 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","7","10","","","16","14","0","0.46","0","http://www.eyeonwater.org/media/eyeonwater_upload/1848.png"
"1847","1","8/16/2017 7:13:46 PM","234","2/16/2016 3:06:14 AM","-27.512367870684","152.35290787197","16959848","-3187632","png","2/16/2016 3:05:59 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","15","0","","","13","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1847.png"
"1846","1","8/16/2017 7:13:46 PM","234","2/16/2016 3:05:33 AM","-27.512367870684","152.35290787197","16959848","-3187632","png","2/16/2016 3:05:21 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","13","0","","","13","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1846.png"
"1845","1","8/16/2017 7:13:46 PM","234","2/16/2016 3:04:48 AM","-27.512367870684","152.35290787197","16959848","-3187632","png","2/16/2016 3:04:21 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","4","10","","","13","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1845.png"
"1844","1","8/16/2017 7:13:46 PM","234","2/16/2016 1:05:36 AM","-27.422533188972","152.44538742132","16970142","-3176361","png","2/16/2016 1:04:59 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","4","0","","","17","16","0","0.027","0","http://www.eyeonwater.org/media/eyeonwater_upload/1844.png"
"1843","1","8/16/2017 7:13:46 PM","234","2/16/2016 1:04:23 AM","-27.422570027437","152.4453062845","16970133","-3176366","png","2/16/2016 1:03:34 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","4","0","","","17","16","0","0.027","0","http://www.eyeonwater.org/media/eyeonwater_upload/1843.png"
"1842","1","8/16/2017 7:13:46 PM","234","2/16/2016 1:01:25 AM","-27.422570027437","152.4453062845","16970133","-3176366","png","2/16/2016 1:00:42 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","8","10","","","16","16","0","0.027","0","http://www.eyeonwater.org/media/eyeonwater_upload/1842.png"
"1836","1","8/16/2017 7:13:46 PM","240","2/11/2016 3:19:48 AM","-27.489325752939","152.99442697444","17031261","-3184740","png","2/11/2016 3:19:32 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","5","0","","","16","17","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1836.png"
"1835","1","8/16/2017 7:13:46 PM","240","2/11/2016 3:18:53 AM","-27.489325752939","152.99442697444","17031261","-3184740","png","2/11/2016 3:17:18 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","5","10","","","19","18","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1835.png"
"805","1","8/16/2017 7:13:46 PM","248","12/21/2015 1:32:52 AM","-27.532312313803","152.97560156546","17029166","-3190136","png","12/21/2015 1:31:59 AM","iOS","iPhone4,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","10","10","","1","18","18","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/805.png"
"675","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-13.92769465","123.3058903","13726348","-1565922","JPG","7/31/2015 1:18:00 PM","XXX:???????","samsung GT-I9505","E626903A3049E30B","","5","10","","","3","3","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/675.JPG"
"671","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-14.02292537","123.26250542","13721519","-1576846","JPG","7/29/2015 10:40:00 AM","XXX:???????","samsung GT-I9505","E626903A3049E30B","","2","10","","","3","2","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/671.JPG"
"661","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-13.95814264","123.31209345","13727039","-1569414","JPG","7/26/2015 8:11:00 AM","XXX:???????","samsung GT-I9505","E626903A3049E30B","","30","10","","","3","3","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/661.JPG"
"564","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-27.05305437","153.1936676","17053441","-3130101","JPG","10/31/2014 11:36:00 AM","XXX:???????","samsung GT-I9506","9B26E48FE8C05ED8","","15","0","","","15","14","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/564.JPG"
"548","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-27.05371956","153.19419292","17053499","-3130184","JPG","10/31/2014 11:26:00 AM","XXX:???????","samsung GT-I9506","9B26E48FE8C05ED8","","22","10","","","13","12","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/548.JPG"
"447","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-27.466106","153.04242","17036604","-3181827","PNG","4/21/2015 1:04:00 PM","iPhone3,1","D's iPhone","440C5703-88EF-4D56-9330-D0D977513844","","31","10","","","14","18","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/447.PNG"
"409","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-35.288555624357","149.12616471593","16600648","-4203164","JPG","4/17/2015 10:42:00 AM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","10","1","1","16","14","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/409.JPG"
"380","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-34.226289855213","146.0197152442","16254840","-4059227","JPG","4/9/2015 10:45:00 AM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","0","","","15","13","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/380.JPG"
"379","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-34.231376589558","146.01894151537","16254754","-4059912","JPG","4/9/2015 12:13:00 PM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","10","","","13","11","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/379.JPG"
"371","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-27.49899375","153.37934276","17074110","-3185953","JPG","2/27/2015 4:56:00 PM","XXX:???????","samsung GT-I9505","ABD1F9BC7F2D3E9B","","23","10","","","11","7","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/371.JPG"
"364","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-34.21224543942","146.02417224036","16255336","-4057337","JPG","4/9/2015 9:11:00 AM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","10","","","16","13","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/364.JPG"
"254","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-27.05293878","153.19391506","17053468","-3130087","JPG","10/31/2014 11:30:00 AM","XXX:???????","samsung GT-I9506","9B26E48FE8C05ED8","","12","0","","","6","6","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/254.JPG"
"232","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-27.49866939","153.37927616","17074102","-3185913","JPG","2/27/2015 5:05:00 PM","XXX:???????","samsung GT-I9505","ABD1F9BC7F2D3E9B","","19","10","","","6","7","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/232.JPG"
"209","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-27.05453418","153.19497744","17053586","-3130286","JPG","10/31/2014 10:53:00 AM","XXX:???????","samsung GT-I9506","9B26E48FE8C05ED8","","17","10","","","6","6","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/209.JPG"
"166","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-34.223697053712","146.02103724821","16254987","-4058878","JPG","4/8/2015 2:54:00 PM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","32","10","","","15","13","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/166.JPG"
"161","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-34.219406081924","146.01726953299","16254568","-4058301","JPG","4/8/2015 1:24:00 PM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","31","10","","","16","14","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/161.JPG"
"157","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-34.214033860784","146.02176930995","16255069","-4057577","JPG","4/8/2015 11:51:00 AM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","32","10","","","15","14","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/157.JPG"
"92","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-35.171086968425","147.36781604159","16404910","-4187155","JPG","4/10/2015 10:47:00 AM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","0","","","13","11","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/92.JPG"
"87","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-35.16556213567","147.37048917369","16405207","-4186403","JPG","4/10/2015 10:23:00 AM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","10","","","12","11","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/87.JPG"
"83","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-35.164483687813","147.37131738207","16405300","-4186256","JPG","4/10/2015 9:54:00 AM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","0","","","13","11","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/83.JPG"
"79","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-35.160542161007","147.37389200814","16405586","-4185719","JPG","4/10/2015 9:28:00 AM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","10","","","13","12","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/79.JPG"
"58","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-30.529086755972","152.04244621072","16925287","-3571741","JPG","5/22/2015 1:01:00 PM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","10","","1","17","17","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/58.JPG"
"29","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-35.164296174158","147.37539559735","16405753","-4186230","JPG","4/9/2015 5:07:00 PM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","10","","","8","12","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/29.JPG"
"25","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-35.169355955855","147.37637686234","16405863","-4186919","JPG","4/9/2015 4:38:00 PM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","10","","","10","12","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/25.JPG"
"13","1","8/16/2017 7:13:46 PM","274","10/14/2015 2:05:58 PM","-34.218417793704","146.02484463386","16255411","-4058168","JPG","4/9/2015 10:10:00 AM","XXX:???????","samsung GT-I9300","776D59FDAC9F5563","","30","10","","","14","12","","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/13.JPG"